"","team","nn1","nn2","nn3","nn4","nn5","nn6","nn7","nn8","nn9","nn10"
"16",2.30584300926032e+75,"2305843009260323512230584300926296799123058430092654352112305843009268112291","2305843009260503204230584300926076511323058430092608551262305843009262345076","2305843009261027829230584300926387881523058430092666473672305843009286169490","2305843009262361663230584300927091751023058430092790066202305843009284864230","2305843009262705304230584300926442652523058430092692561352305843009292256239","2305843009266899409230584300927090956123058430092776879422305843009285434040","2305843009260418106230584300926094902923058430092625017872305843009293804191","2305843009260435500230584300926267592923058430092932646752305843009330084954","2305843009260444966230584300926207800523058430092622248712305843009284943953","2305843009260505665230584300926333160323058430092683331082305843009286274627"
"17",2.30584300926033e+75,"2305843009260328385230584300926039096223058430092612595312305843009279046781","2305843009261279468230584300927305527423058430092958746142305843009301082327","2305843009262992631230584300926349715723058430092666430932305843009277470784","2305843009260605870230584300926385970323058430092706078662305843009284228217","2305843009260841612230584300926451871423058430092649884422305843009294794930","2305843009261375168230584300926228507123058430092693523452305843009285335651","2305843009261399071230584300926289500523058430092640196662305843009278537112","2305843009261493391230584300926383692123058430092651133382305843009270945869","2305843009261784727230584300926534937923058430092667638412305843009285995023","2305843009261902514230584300926365080223058430092648791062305843009268774203"
"18",2.30584300926033e+75,"2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009269912259230584300929220783523058430092959258822305843009305943971","2305843009260538852230584300926163037123058430092794201102305843009284765836","2305843009260718299230584300926342443823058430092858499982305843009293724017","2305843009260815190230584300926089799923058430092664280082305843009266724539","2305843009261233972230584300926556233323058430092661552182305843009269567109","2305843009261564520230584300927178026523058430092734056002305843009335954327","2305843009261965853230584300926222524923058430092644491442305843009265953896","2305843009264244009230584300927691543623058430092922673452305843009310259634","2305843009265328072230584300926818008123058430092706747812305843009277851061"
"19",2.30584300926034e+75,"2305843009260336067230584300926399941823058430092641983692305843009269590218","2305843009260976931230584300926305473723058430092672794382305843009271819857","2305843009261185810230584300927127751923058430092716674512305843009278398287","2305843009262623050230584300926730482523058430092701772712305843009283494881","2305843009262625539230584300926340002023058430092642705742305843009270588015","2305843009264771047230584300926682857823058430092676156952305843009285506695","2305843009269829015230584300927721110023058430092994842592305843009309958647","2305843009260364178230584300926134422923058430092614076212305843009263977834","2305843009260473987230584300926679462723058430092835880002305843009283915643","2305843009260475640230584300926534777523058430092676648102305843009268722644"
"20",2.30584300926034e+75,"2305843009260336470230584300926045671923058430092618569922305843009265514164","2305843009261018859230584300926167877523058430092633229422305843009284949965","2305843009263066601230584300926527947223058430092662101292305843009278794580","2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009260374050230584300926209420323058430092628246292305843009265168534","2305843009260380358230584300926053481423058430092623311172305843009264606696","2305843009260538852230584300926163037123058430092794201102305843009284765836","2305843009260624557230584300926467584623058430092709758992305843009279029354","2305843009260725237230584300926101451123058430092623352742305843009273555447","2305843009260744037230584300926705878023058430092708254232305843009299801479"
"21",2.30584300926034e+75,"2305843009260340932230584300926161232223058430092616591372305843009262792083","2305843009262104656230584300926504952323058430092698481772305843009270102672","2305843009266392974230584300928355955723058430092923387172305843009294188357","2305843009272836693230584300929123502723058430092932882702305843009295068282","2305843009260366010230584300926060533723058430092612160942305843009264982043","2305843009260563356230584300926944167823058430092850786712305843009285485179","2305843009260618250230584300926089895523058430092627682912305843009265840141","2305843009260658102230584300926589931623058430092669912442305843009269850946","2305843009260788222230584300926960959323058430092718253332305843009283518463","2305843009260951646230584300926571321423058430092848669952305843009291996529"
"22",2.30584300926034e+75,"2305843009260341676230584300926644509623058430092833558242305843009301205180","2305843009262548545230584300926360338223058430092659495032305843009293679577","2305843009260369092230584300926175335523058430092627838752305843009270490415","2305843009260375180230584300926283741623058430092635532192305843009265262034","2305843009260382598230584300926618986423058430092861961112305843009289915912","2305843009260505666230584300926087581123058430092684491332305843009279188848","2305843009260652312230584300926483811023058430092659247832305843009270133739","2305843009260850159230584300926614761223058430092727158872305843009294567551","2305843009260964372230584300926151427923058430092627243272305843009271338494","2305843009261280415230584300926237822623058430092671890192305843009271009965"
"23",2.30584300926035e+75,"2305843009260346803230584300926240647023058430092677690492305843009285177272","2305843009262575799230584300926264447023058430092945753572305843009321786139","2305843009260677243230584300926365952423058430092643784682305843009266188042","2305843009264303179230584300926589287523058430092668831102305843009266902329","2305843009271469179230584300927843617123058430092843650532305843009284565667","2305843009260316283230584300926314086023058430092645178102305843009271474006","2305843009260320897230584300926158113123058430092859363332305843009289667258","2305843009260352470230584300926051921123058430092915278022305843009294788568","2305843009260762443230584300926269936623058430092646859232305843009294944574","2305843009260823955230584300926096591923058430092631524412305843009270158949"
"24",2.30584300926035e+75,"2305843009260347087230584300926174650123058430092650487492305843009265080504","2305843009260503204230584300926076511323058430092608551262305843009262345076","2305843009260536509230584300926072677923058430092618839802305843009269238922","2305843009260852130230584300927810852923058430092782288282305843009295026469","2305843009261874937230584300928586504923058430092958144292305843009301474473","2305843009261925825230584300926319787723058430092639305222305843009264823220","2305843009261958378230584300926292572523058430092708258972305843009279259404","2305843009262027161230584300926243729523058430092700196982305843009285867624","2305843009262029854230584300926442821823058430092705951952305843009278158532","2305843009262468087230584300927791662423058430092897767112305843009301083501"
"25",2.30584300926035e+75,"2305843009260352470230584300926051921123058430092915278022305843009294788568","2305843009265062592230584300927268842323058430092779373632305843009285247167","2305843009260357397230584300926061743023058430092667335542305843009273054988","2305843009260495958230584300926189529623058430092840459922305843009285016325","2305843009260848131230584300926085811823058430092670240522305843009270078894","2305843009262942597230584300926308197623058430092631393942305843009266788289","2305843009263033722230584300926933405723058430092702826912305843009276789766","2305843009263099424230584300926319527523058430092670348062305843009330324004","2305843009264303179230584300926589287523058430092668831102305843009266902329","2305843009260313050230584300926156342923058430092662893912305843009294828645"
"26",2.30584300926036e+75,"2305843009260355161230584300926085622923058430092622849732305843009283965949","2305843009285938200230584300930979771623058430093105039912305843009329993983","2305843009260718297230584300926208846923058430092678358732305843009271745680","2305843009261016093230584300926859206323058430092710163572305843009285149092","2305843009262352344230584300926349544323058430092775678922305843009279269007","2305843009262414917230584300926683841023058430092716892462305843009290855561","2305843009263135943230584300928458990323058430092851569112305843009331264125","2305843009264626923230584300926911252523058430092850349392305843009290325557","2305843009265985011230584300926803993623058430092699827062305843009270194642","2305843009260375180230584300926355321923058430093284339972305843009336144130"
"27",2.30584300926036e+75,"2305843009260357397230584300926061743023058430092667335542305843009273054988","2305843009263099424230584300926319527523058430092670348062305843009330324004","2305843009260352470230584300926051921123058430092915278022305843009294788568","2305843009260848131230584300926085811823058430092670240522305843009270078894","2305843009261096161230584300926994401223058430093053364892305843009321415272","2305843009261139098230584300926458641623058430092688480692305843009270356819","2305843009265062592230584300927268842323058430092779373632305843009285247167","2305843009260314368230584300928558757523058430092859879742305843009294145614","2305843009260429633230584300926105333423058430092621200332305843009265284108","2305843009260495958230584300926189529623058430092840459922305843009285016325"
"28",2.30584300926036e+75,"2305843009260301047230584300926407495723058430092908951392305843009290965137","2305843009260359003230584300926089213523058430092616714782305843009261779825","2305843009260616322230584300926123755423058430092723081192305843009291826891","2305843009260619344230584300926327503423058430092905051332305843009294928010","2305843009261973826230584300926500092823058430092682250792305843009276379316","2305843009262979633230584300926344741023058430092734252802305843009277999795","2305843009263075358230584300926314498823058430092638949192305843009264485056","2305843009269921820230584300929147653123058430093218769222305843009322016813","2305843009271395094230584300927163803223058430092721191402305843009272535106","2305843009285378434230584300928596688723058430093062291572305843009307125061"
"29",2.30584300926036e+75,"2305843009260360664230584300926148183323058430092647497862305843009266475165","2305843009260314368230584300928558757523058430092859879742305843009294145614","2305843009260320897230584300926158113123058430092859363332305843009289667258","2305843009260372207230584300926048297423058430092622916042305843009266761670","2305843009260538620230584300926098920223058430092631648922305843009269173277","2305843009260627567230584300926335264923058430092635629732305843009263900588","2305843009260654649230584300926080589623058430092613458942305843009269729392","2305843009260658235230584300926516654023058430092689146392305843009285254568","2305843009260710641230584300926825201823058430092700629322305843009272414291","2305843009260718297230584300926208846923058430092678358732305843009271745680"
"30",2.30584300926036e+75,"2305843009260364178230584300926134422923058430092614076212305843009263977834","2305843009260475640230584300926534777523058430092676648102305843009268722644","2305843009260976931230584300926305473723058430092672794382305843009271819857","2305843009262049563230584300927732945923058430092919677822305843009321206246","2305843009262623050230584300926730482523058430092701772712305843009283494881","2305843009263595798230584300926431052823058430092691849212305843009285037583","2305843009264622285230584300926622668323058430092914772682305843009309576302","2305843009269829015230584300927721110023058430092994842592305843009309958647","2305843009269952826230584300927198998923058430092997239072305843009305825069","2305843009260304802230584300926112491023058430092627147842305843009269893032"
"31",2.30584300926037e+75,"2305843009260366010230584300926060533723058430092612160942305843009264982043","2305843009260340932230584300926161232223058430092616591372305843009262792083","2305843009260393107230584300926062114123058430092796672012305843009285897611","2305843009260788222230584300926960959323058430092718253332305843009283518463","2305843009260951646230584300926571321423058430092848669952305843009291996529","2305843009261587766230584300926642080523058430092770395292305843009290004246","2305843009261612596230584300926211999423058430092637743382305843009266922193","2305843009261651565230584300926700713623058430092680816942305843009268127344","2305843009261694025230584300926711369023058430092687536292305843009269607385","2305843009261992066230584300926744760223058430092684844562305843009284598534"
"32",2.30584300926037e+75,"2305843009260369092230584300926175335523058430092627838752305843009270490415","2305843009260341676230584300926644509623058430092833558242305843009301205180","2305843009260382598230584300926618986423058430092861961112305843009289915912","2305843009260514176230584300926337658223058430092647178262305843009285776911","2305843009260652312230584300926483811023058430092659247832305843009270133739","2305843009260655380230584300926242420623058430092776358292305843009289827560","2305843009260767299230584300926784719623058430092705399922305843009273365182","2305843009260811437230584300926361074923058430092650429992305843009268427565","2305843009261280415230584300926237822623058430092671890192305843009271009965","2305843009261339259230584300927016718123058430092706007882305843009271619377"
"33",2.30584300926037e+75,"2305843009260370533230584300926211272723058430092624213932305843009264950287","2305843009262956583230584300926587820923058430092664747082305843009266714104","2305843009260538852230584300926163037123058430092794201102305843009284765836","2305843009260840739230584300926089895323058430092670425782305843009283326807","2305843009261185228230584300926123459323058430092707151972305843009279609916","2305843009261233972230584300926556233323058430092661552182305843009269567109","2305843009261285654230584300926310272723058430092709506392305843009279125857","2305843009261965853230584300926222524923058430092644491442305843009265953896","2305843009262029854230584300927059679223058430092713386812305843009278158532","2305843009262502049230584300926488782723058430092659133882305843009266328763"
"34",2.30584300926037e+75,"2305843009260370881230584300927664871623058430092840246072305843009299874052","2305843009260792468230584300926195854023058430092690676952305843009279248261","2305843009260304802230584300926112491023058430092627147842305843009269893032","2305843009260475640230584300926534777523058430092676648102305843009268722644","2305843009260695447230584300926380153623058430092641838502305843009269392289","2305843009260805985230584300926292172323058430092634516952305843009293234257","2305843009260934711230584300926283486023058430092653797492305843009267694431","2305843009262267188230584300926246965023058430092678144102305843009268766294","2305843009263009155230584300926697603523058430092674939982305843009279624629","2305843009268237954230584300928542868223058430093099861692305843009320534614"
"35",2.30584300926037e+75,"2305843009260371815230584300926085344823058430092651873132305843009277869642","2305843009263001210230584300928402701723058430092845477722305843009291547614","2305843009260393107230584300926062114123058430092796672012305843009285897611","2305843009260788222230584300926960959323058430092718253332305843009283518463","2305843009261471507230584300926498505323058430092680984492305843009291984604","2305843009261668025230584300926559911023058430092795477392305843009327485791","2305843009261806053230584300926515657423058430092711244382305843009272658678","2305843009261842962230584300926443143123058430092688359972305843009270884641","2305843009261964612230584300926507807023058430092703822512305843009279374834","2305843009262130511230584300926625996123058430092688235342305843009272994745"
"36",2.30584300926037e+75,"2305843009260372207230584300926048297423058430092622916042305843009266761670","2305843009260538620230584300926098920223058430092631648922305843009269173277","2305843009260762443230584300926269936623058430092861495152305843009294944574","2305843009261023015230584300926160350623058430092622828242305843009283836243","2305843009263439087230584300926656550023058430092699179272305843009279175778","2305843009260360664230584300926148183323058430092647497862305843009266475165","2305843009260514176230584300926337658223058430092647178262305843009285776911","2305843009260616888230584300926163655023058430092626767542305843009283844115","2305843009260624557230584300926467584623058430092709758992305843009279029354","2305843009260658235230584300926516654023058430092689146392305843009285254568"
"37",2.30584300926037e+75,"2305843009260374050230584300926209420323058430092628246292305843009265168534","2305843009260382598230584300926618986423058430092861961112305843009289915912","2305843009260538852230584300926163037123058430092794201102305843009284765836","2305843009261965853230584300926222524923058430092644491442305843009265953896","2305843009264872199230584300926492827123058430092861272242305843009305396908","2305843009268735245230584300926925507723058430092701027432305843009270387997","2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009260336470230584300926045671923058430092618569922305843009265514164","2305843009260370533230584300926211272723058430092624213932305843009264950287","2305843009260725237230584300926101451123058430092623352742305843009273555447"
"38",2.30584300926038e+75,"2305843009260375180230584300926283741623058430092635532192305843009265262034","2305843009264832928230584300926592633023058430093198768922305843009321356544","2305843009260314920230584300926119480823058430092642156462305843009268588711","2305843009260341676230584300926644509623058430092833558242305843009301205180","2305843009260505665230584300926087581123058430092659840292305843009270796646","2305843009260652312230584300926483811023058430092659247832305843009270133739","2305843009260967736230584300926313561923058430092634282232305843009270187683","2305843009261103193230584300926428461023058430092658239382305843009291426822","2305843009261280415230584300926237822623058430092671890192305843009271009965","2305843009261293609230584300926169810423058430092641942552305843009264217552"
"39",2.30584300926038e+75,"2305843009260375180230584300926355321923058430093284339972305843009336144130","2305843009260744037230584300926705878023058430092708254232305843009299801479","2305843009261256313230584300926276596423058430092682298412305843009285329214","2305843009261368664230584300926152502423058430092635290642305843009332334629","2305843009262352344230584300926349544323058430092775678922305843009279269007","2305843009262414917230584300926683841023058430092716892462305843009290855561","2305843009263135943230584300928458990323058430092851569112305843009331264125","2305843009265829173230584300926640495723058430092781144852305843009284584366","2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009260429779230584300926552933823058430092683568042305843009270321314"
"40",2.30584300926038e+75,"2305843009260375268230584300926111570823058430092900371222305843009291857171","2305843009260627567230584300926335264923058430092635629732305843009263900588","2305843009260658235230584300926516654023058430092689146392305843009285254568","2305843009260677243230584300926365952423058430092643784682305843009266188042","2305843009260805505230584300926310113823058430092690652172305843009276606390","2305843009260823955230584300926096591923058430092631524412305843009270158949","2305843009261192160230584300926230920323058430092665802062305843009271800475","2305843009261227120230584300926125689223058430092691040202305843009279706031","2305843009261321596230584300926141897023058430092624424612305843009262522632","2305843009261986084230584300926332787223058430092683433102305843009269168487"
"41",2.30584300926038e+75,"2305843009260375398230584300926236585023058430092654280682305843009272636212","2305843009261061595230584300926161851923058430092617211522305843009264064650","2305843009260449622230584300926250321423058430092642135622305843009268350731","2305843009260991240230584300926840289023058430092691516112305843009277184444","2305843009261103193230584300926428461023058430092658239382305843009291426822","2305843009261176053230584300926342907623058430092645097062305843009264618404","2305843009261234593230584300926220732023058430092650678192305843009270161667","2305843009261284266230584300927300787623058430092797050372305843009292156036","2305843009261349391230584300926803782123058430092697013952305843009296125626","2305843009261394267230584300926153414723058430092627339592305843009269375878"
"42",2.30584300926038e+75,"2305843009260380358230584300926053481423058430092623311172305843009264606696","2305843009261069839230584300926144784623058430092665693892305843009286304166","2305843009261294075230584300926180405223058430092622942792305843009272867242","2305843009263415167230584300926413287323058430092650844622305843009267925025","2305843009266880168230584300927023181823058430092791457362305843009290086057","2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009260336470230584300926045671923058430092618569922305843009265514164","2305843009260370533230584300926211272723058430092624213932305843009264950287","2305843009260466818230584300926315735723058430092645529742305843009269244851","2305843009260485113230584300926251553223058430092663897672305843009268882148"
"43",2.30584300926038e+75,"2305843009260382598230584300926618986423058430092861961112305843009289915912","2305843009260374050230584300926209420323058430092628246292305843009265168534","2305843009260538852230584300926163037123058430092794201102305843009284765836","2305843009261285654230584300926310272723058430092709506392305843009279125857","2305843009261965853230584300926222524923058430092644491442305843009265953896","2305843009264872199230584300926492827123058430092861272242305843009305396908","2305843009268735245230584300926925507723058430092701027432305843009270387997","2305843009260328969230584300926193098023058430092672794392305843009283496361","2305843009260341676230584300926644509623058430092833558242305843009301205180","2305843009260369092230584300926175335523058430092627838752305843009270490415"
"44",2.30584300926039e+75,"2305843009260391500230584300926116969623058430092618029862305843009263899773","2305843009260314920230584300926119480923058430092642156462305843009290826059","2305843009260983216230584300926218092523058430092773840972305843009285144373","2305843009261953734230584300927229723923058430092766070582305843009285344665","2305843009260605870230584300926385970323058430092706078662305843009284228217","2305843009260622367230584300926244053723058430092654695362305843009294234788","2305843009260840596230584300926321897123058430092632766722305843009285925473","2305843009260841612230584300926451871423058430092649884422305843009294794930","2305843009261114951230584300926264447023058430092666537592305843009279347845","2305843009261654382230584300926221436223058430092645011362305843009290515451"
"45",2.30584300926039e+75,"2305843009260391527230584300926045318423058430092701042842305843009294495084","2305843009260314368230584300928558757523058430092859879742305843009294145614","2305843009260320897230584300926158113123058430092859363332305843009289667258","2305843009260864613230584300927047462323058430092921781992305843009294385584","2305843009260981487230584300926217819123058430092622427212305843009270222415","2305843009261305552230584300926439300923058430092646338202305843009265400817","2305843009261334571230584300926256590423058430092635882962305843009273774724","2305843009262021451230584300926210095623058430092627306672305843009270570840","2305843009260313050230584300926156342923058430092662893912305843009294828645","2305843009260346803230584300926240647023058430092677690492305843009285177272"
"46",2.30584300926039e+75,"2305843009260393107230584300926062114123058430092796672012305843009285897611","2305843009260366010230584300926060533723058430092612160942305843009264982043","2305843009260371815230584300926085344823058430092651873132305843009277869642","2305843009261471507230584300926498505323058430092680984492305843009291984604","2305843009261964612230584300926507807023058430092703822512305843009279374834","2305843009262334234230584300926371078623058430092660335472305843009292285196","2305843009262821332230584300926463341023058430092656970242305843009266514875","2305843009262957425230584300926353482223058430092640852332305843009264667889","2305843009263001210230584300928402701723058430092845477722305843009291547614","2305843009263030943230584300926380031223058430092648002852305843009292336658"
"47",2.3058430092604e+75,"2305843009260397909230584300926213932623058430092628961302305843009270450706","2305843009260991240230584300926840289023058430092691516112305843009277184444","2305843009261117102230584300926226655023058430092634126012305843009268192686","2305843009261321596230584300926141897023058430092624424612305843009262522632","2305843009262625539230584300926340002023058430092642705742305843009270588015","2305843009262837414230584300926526203323058430093206052042305843009331554038","2305843009266097234230584300926684038223058430092729550462305843009278390785","2305843009266261391230584300926919968123058430092774495592305843009291128655","2305843009260336067230584300926399941823058430092641983692305843009269590218","2305843009260375268230584300926111570823058430092900371222305843009291857171"
"48",2.30584300926041e+75,"2305843009260405738230584300926427979223058430092654026102305843009279810237","2305843009260474638230584300926100432223058430092857179292305843009295568792","2305843009263446094230584300926428657623058430092646639542305843009267631571","2305843009263745634230584300926936459123058430092768485822305843009326695119","2305843009272948179230584300927824492623058430092860073062305843009291408417","2305843009260304802230584300926112491023058430092627147842305843009269893032","2305843009260307017230584300926409646823058430092643115142305843009267824705","2305843009260316089230584300926062538423058430092612055292305843009261749690","2305843009260805985230584300926292172323058430092634516952305843009293234257","2305843009261210246230584300926276980523058430092729670962305843009291016391"
